date,currency_code,name,local_price,dollar_ex,dollar_price
2003-04-01,EGP,Egypt,8.0,5.92,1.35135135135135
2003-04-01,EUR,Euro area,2.71,0.9090909090000001,2.9810000002981
2003-04-01,GBP,Britain,1.99,0.632911392,3.1442000020122896
2003-04-01,HKD,Hong Kong,11.5,7.8,1.47435897435897
2003-04-01,HUF,Hungary,490.0,224.0,2.1875
2003-04-01,IDR,Indonesia,16100.0,8740.0,1.8421052631578898
2003-04-01,JPY,Japan,262.0,120.0,2.18333333333333
2003-04-01,KRW,South Korea,3300.0,1220.0,2.7049180327868902
2003-04-01,MXN,Mexico,23.0,10.53,2.18423551756885
2003-04-01,MYR,Malaysia,5.04,3.8,1.32631578947368
2003-04-01,NZD,New Zealand,3.95,1.78,2.21910112359551
2003-04-01,PEN,Peru,7.9,3.46,2.28323699421965
2003-04-01,PHP,Philippines,65.0,52.5,1.23809523809524
2003-04-01,PLN,Poland,6.3,3.89,1.6195372750642698
2003-04-01,RUB,Russia,41.0,31.1,1.31832797427653
2003-04-01,SGD,Singapore,3.3,1.78,1.85393258426966
2003-04-01,SEK,Sweden,30.0,8.34,3.5971223021582697
2003-04-01,THB,Thailand,59.0,42.7,1.38173302107728
2003-04-01,TRY,Turkey,3750000.0,1600500.0,2.3430178069353302
2003-04-01,TWD,Taiwan,70.0,34.8,2.01149425287356
2003-04-01,USD,United States,2.71,1.0,2.71
2003-04-01,ZAR,South Africa,13.95,7.56,1.8452380952381
2004-05-01,ARS,Argentina,4.36,2.95,1.4779661016949202
2004-05-01,AUD,Australia,3.25,1.43,2.2727272727272703
2004-05-01,BRL,Brazil,5.4,3.18,1.6981132075471699
2004-05-01,CAD,Canada,3.19,1.37,2.3284671532846697
2004-05-01,CHF,Switzerland,6.3,1.29,4.88372093023256
2004-05-01,CLP,Chile,1400.0,641.0,2.18408736349454
2004-05-01,CNY,China,10.4,8.28,1.256038647343
2004-05-01,COP,Colombia,6500.0,2769.83,2.3467144192964904
2004-05-01,CRC,Costa Rica,1130.0,433.55,2.60638911313574
2004-05-01,CZK,Czech Republic,56.42,26.5,2.12905660377359
2004-05-01,DKK,Denmark,27.75,6.22,4.46141479099679
2004-05-01,EGP,Egypt,10.0,6.19,1.6155088852988702
2004-05-01,EUR,Euro area,2.74,0.833333333,3.2880000013152
2004-05-01,GBP,Britain,1.88,0.558659218,3.3651999992596604
2004-05-01,HKD,Hong Kong,12.0,7.79,1.54043645699615
2004-05-01,HUF,Hungary,530.0,211.0,2.51184834123223
2004-05-01,IDR,Indonesia,16100.0,9120.0,1.76535087719298
2004-05-01,JPY,Japan,262.0,113.0,2.31858407079646
2004-05-01,KRW,South Korea,3200.0,1177.0,2.71877655055225
2004-05-01,LKR,Sri Lanka,140.0,99.0,1.41414141414141
2004-05-01,MXN,Mexico,24.0,11.6,2.06896551724138
2004-05-01,MYR,Malaysia,5.04,3.8,1.32631578947368
2004-05-01,NOK,Norway,35.5,6.8491,5.183162751310389
2004-05-01,NZD,New Zealand,4.35,1.64,2.6524390243902403
2004-05-01,PKR,Pakistan,110.0,57.76,1.90443213296399
2004-05-01,PEN,Peru,8.99,3.49,2.57593123209169
2004-05-01,PHP,Philippines,69.0,55.9,1.23434704830054
2004-05-01,PLN,Poland,6.3,3.87,1.6279069767441898
2004-05-01,RUB,Russia,42.0,29.0,1.44827586206897
2004-05-01,SAR,Saudi Arabia,2.4,3.7502,0.639965868487014
2004-05-01,SGD,Singapore,3.3,1.71,1.9298245614035099
2004-05-01,SEK,Sweden,30.0,7.61,3.9421813403416603
2004-05-01,THB,Thailand,59.0,40.8,1.44607843137255
2004-05-01,TRY,Turkey,3950000.0,1531000.0,2.58001306335728
2004-05-01,TWD,Taiwan,75.0,33.4,2.24550898203593
2004-05-01,UAH,Ukraine,7.25,5.3315,1.3598424458407599
2004-05-01,UYU,Uruguay,29.8,29.735,1.00218597612241
2004-05-01,USD,United States,2.9,1.0,2.9
2004-05-01,ZAR,South Africa,12.4,6.66,1.86186186186186
2005-06-01,AED,UAE,9.0,3.6725,2.45064669843431
2005-06-01,ARS,Argentina,4.75,2.897,1.6396272005522998
2005-06-01,AUD,Australia,3.25,1.3015,2.4971187091817098
2005-06-01,BRL,Brazil,5.9,2.4648,2.39370334307043
2005-06-01,CAD,Canada,3.28,1.2494,2.6252601248599303
2005-06-01,CHF,Switzerland,6.3,1.2475,5.0501002004007995
2005-06-01,CLP,Chile,1500.0,592.45,2.53185922862689
2005-06-01,CNY,China,10.5,8.2764,1.26866753661012
2005-06-01,COP,Colombia,6500.0,2327.7,2.7924560725179397
2005-06-01,CRC,Costa Rica,1130.0,475.3,2.3774458236902998
2005-06-01,CZK,Czech Republic,56.42,24.5409,2.2990191883753197
2005-06-01,DKK,Denmark,27.75,6.0647,4.57565914224941
2005-06-01,EGP,Egypt,9.0,5.8,1.55172413793103
2005-06-01,EUR,Euro area,2.92,0.814929509,3.58313199823029
2005-06-01,GBP,Britain,1.88,0.546448087,3.44040000271792
2005-06-01,HKD,Hong Kong,12.0,7.7807,1.54227768709756
2005-06-01,HUF,Hungary,530.0,203.643,2.6025937547571
2005-06-01,IDR,Indonesia,14600.0,9545.0,1.5295966474594
2005-06-01,JPY,Japan,250.0,106.715,2.34268846928735
2005-06-01,KRW,South Korea,2500.0,1005.5,2.48632521133764
2005-06-01,LKR,Sri Lanka,175.0,99.945,1.7509630296663201
2005-06-01,MXN,Mexico,28.0,10.8675,2.5764895330112703
2005-06-01,MYR,Malaysia,5.25,3.8,1.3815789473684201
2005-06-01,NOK,Norway,39.0,6.4326,6.06286726984423
2005-06-01,NZD,New Zealand,4.45,1.4023,3.1733580546245497
2005-06-01,PKR,Pakistan,130.0,59.62,2.18047635021805
2005-06-01,PEN,Peru,8.99,3.2546,2.76224420819763
2005-06-01,PHP,Philippines,80.0,54.55,1.4665444546287798
2005-06-01,PLN,Poland,6.5,3.3096,1.96398356296833
2005-06-01,RUB,Russia,42.0,28.4055,1.47858689338332
2005-06-01,SAR,Saudi Arabia,9.0,3.7501,2.39993600170662
2005-06-01,SGD,Singapore,3.6,1.6607,2.16776058288673
2005-06-01,SEK,Sweden,31.0,7.4402,4.16655466250907
2005-06-01,THB,Thailand,60.0,40.53,1.4803849000740201
2005-06-01,TRY,Turkey,4.0,1.369,2.9218407596786
2005-06-01,TWD,Taiwan,75.0,31.175,2.4057738572574197
2005-06-01,UAH,Ukraine,7.25,5.06,1.4328063241106699
2005-06-01,UYU,Uruguay,44.0,24.125,1.8238341968911898
2005-06-01,USD,United States,3.06,1.0,3.06
2005-06-01,ZAR,South Africa,13.95,6.6482,2.0983123251406397
2006-01-01,ARS,Argentina,4.75,3.0638,1.5503622951889802
2006-01-01,AUD,Australia,3.25,1.3308,2.4421400661256403
2006-01-01,BRL,Brazil,6.2,2.2615,2.74154322352421
2006-01-01,CAD,Canada,3.52,1.1704,3.00751879699248
2006-01-01,CHF,Switzerland,6.3,1.2776,4.931120851596741
2006-01-01,CLP,Chile,1560.0,522.75,2.9842180774748903
2006-01-01,CNY,China,10.5,8.0641,1.30206718666683
2006-01-01,CZK,Czech Republic,62.0,23.8375,2.60094389092816
2006-01-01,DKK,Denmark,27.75,6.1769,4.492544804027911
2006-01-01,EGP,Egypt,9.25,5.74,1.61149825783972
2006-01-01,EUR,Euro area,2.91,0.82815735,3.5138249995607698
2006-01-01,GBP,Britain,1.88,0.566925563,3.3161319980909
2006-01-01,HKD,Hong Kong,12.0,7.7512,1.54814738363092
2006-01-01,HUF,Hungary,560.0,206.956,2.7058891745105202
2006-01-01,IDR,Indonesia,14600.0,9460.0,1.54334038054968
2006-01-01,JPY,Japan,250.0,114.305,2.18713092165697
2006-01-01,KRW,South Korea,2500.0,977.45,2.55767558442887
2006-01-01,MXN,Mexico,28.0,10.5425,2.65591652833768
2006-01-01,MYR,Malaysia,5.5,3.7488,1.46713615023474
2006-01-01,NZD,New Zealand,4.45,1.4467,3.07596599156701
2006-01-01,PEN,Peru,9.5,3.446,2.75681950087057
2006-01-01,PHP,Philippines,82.0,52.58,1.5595283377710198
2006-01-01,PLN,Poland,6.5,3.1151,2.08661038168919
2006-01-01,RUB,Russia,46.0,28.67,1.6044645971398703
2006-01-01,SGD,Singapore,3.6,1.6353,2.2014309301045696
2006-01-01,SEK,Sweden,33.0,7.7119,4.27910112942336
2006-01-01,THB,Thailand,60.0,39.755,1.50924412023645
2006-01-01,TRY,Turkey,4.1,1.3365,3.06771417882529
2006-01-01,TWD,Taiwan,75.0,31.9495,2.34745457675394
2006-01-01,USD,United States,3.15,1.0,3.15
2006-01-01,ZAR,South Africa,13.95,6.0803,2.2942946894067697
2006-05-01,AED,UAE,9.0,3.6726,2.45057997059304
2006-05-01,ARS,Argentina,7.0,3.0565,2.29020121053493
2006-05-01,AUD,Australia,3.25,1.33253,2.4389694791111602
2006-05-01,BRL,Brazil,6.4,2.3045,2.77717509221089
2006-05-01,CAD,Canada,3.52,1.12045,3.1415948949083
2006-05-01,CHF,Switzerland,6.3,1.20885,5.211564710261821
2006-05-01,CLP,Chile,1560.0,529.95,2.9436739315029703
2006-05-01,CNY,China,10.5,8.026,1.30824819337154
2006-05-01,COP,Colombia,6500.0,2503.6,2.59626138360761
2006-05-01,CRC,Costa Rica,1130.0,509.535,2.2177083026681204
2006-05-01,CZK,Czech Republic,59.05,22.1078,2.67100299441826
2006-05-01,DKK,Denmark,27.75,5.81825,4.76947535771065
2006-05-01,EGP,Egypt,9.5,5.77075,1.6462331586015702
2006-05-01,EUR,Euro area,2.9395735289999996,0.780365992,3.7669164970479603
2006-05-01,GBP,Britain,1.94,0.531801744,3.64797600212458
2006-05-01,HKD,Hong Kong,12.0,7.7533,1.54772806417912
2006-05-01,HUF,Hungary,560.0,206.3444,2.71390936705818
2006-05-01,IDR,Indonesia,14600.0,9325.0,1.5656836461126
2006-05-01,JPY,Japan,250.0,112.105,2.23005218322109
2006-05-01,KRW,South Korea,2500.0,952.4,2.62494750104998
2006-05-01,LKR,Sri Lanka,190.0,102.955,1.84546646593172
2006-05-01,MXN,Mexico,29.0,11.3031,2.56566782564075
2006-05-01,MYR,Malaysia,5.5,3.6295,1.5153602424576398
2006-05-01,NOK,Norway,43.0,6.1023,7.04652344198089
2006-05-01,NZD,New Zealand,4.45,1.62101,2.74520206537899
2006-05-01,PKR,Pakistan,130.0,60.055,2.16468237449005
2006-05-01,PEN,Peru,9.5,3.261,2.91321680466115
2006-05-01,PHP,Philippines,85.0,52.625,1.6152019002375302
2006-05-01,PLN,Poland,6.5,3.09915,2.09734927318781
2006-05-01,RUB,Russia,48.0,27.06375,1.77359013440488
2006-05-01,SAR,Saudi Arabia,9.0,3.7489999999999997,2.40064017071219
2006-05-01,SGD,Singapore,3.6,1.5873,2.2680022680022702
2006-05-01,SEK,Sweden,33.0,7.28455,4.53013569815569
2006-05-01,THB,Thailand,60.0,38.445,1.5606710885680801
2006-05-01,TRY,Turkey,4.2,1.5415,2.7246188777165097
2006-05-01,TWD,Taiwan,75.0,32.141,2.3334681559379
2006-05-01,UAH,Ukraine,8.5,5.05,1.68316831683168
2006-05-01,UYU,Uruguay,42.28,23.925,1.76718913270637
2006-05-01,USD,United States,3.1,1.0,3.1
2006-05-01,ZAR,South Africa,13.95,6.597,2.11459754433834
2007-01-01,AED,UAE,10.0,3.6726,2.72286663399227
2007-01-01,ARS,Argentina,8.25,3.08875,2.67098340752732
2007-01-01,AUD,Australia,3.45,1.266865,2.72325780568569
2007-01-01,BRL,Brazil,6.4,2.1335,2.9997656433091198
2007-01-01,CAD,Canada,3.63,1.17485,3.0897561390815897
2007-01-01,CHF,Switzerland,6.3,1.2485,5.04605526631958
2007-01-01,CLP,Chile,1670.0,540.15,3.09173377765436
2007-01-01,CNY,China,11.0,7.7743,1.41491838493498
2007-01-01,COP,Colombia,6900.0,2239.325,3.0812856552755896
2007-01-01,CRC,Costa Rica,1130.0,509.535,2.2177083026681204
2007-01-01,CZK,Czech Republic,52.1,21.50115,2.42312620487741
2007-01-01,DKK,Denmark,27.75,5.75305,4.8235283892891605
2007-01-01,EGP,Egypt,9.09,5.7,1.59473684210526
2007-01-01,EUR,Euro area,2.94,0.771813376,3.80921099765962
2007-01-01,GBP,Britain,1.94,0.506034461,3.83373099959688
2007-01-01,HKD,Hong Kong,12.0,7.79845,1.53876731914675
2007-01-01,HUF,Hungary,590.0,194.4237,3.03460946376393
2007-01-01,IDR,Indonesia,15900.0,9090.0,1.7491749174917501
2007-01-01,JPY,Japan,280.0,121.585,2.3029156557141097
2007-01-01,KRW,South Korea,2900.0,940.15,3.0846141573153196
2007-01-01,LKR,Sri Lanka,190.0,102.955,1.84546646593172
2007-01-01,MXN,Mexico,29.0,10.8894,2.66314030157768
2007-01-01,MYR,Malaysia,5.5,3.502,1.57053112507139
2007-01-01,NOK,Norway,41.5,6.1023,6.800714484702491
2007-01-01,NZD,New Zealand,4.6,1.4279600000000001,3.2213787501050497
2007-01-01,PKR,Pakistan,140.0,60.055,2.33119640329698
2007-01-01,PEN,Peru,9.5,3.1895,2.9785232795109
2007-01-01,PHP,Philippines,85.0,49.05,1.7329255861366
2007-01-01,PLN,Poland,6.9,2.97175,2.32186422141836
2007-01-01,RUB,Russia,49.0,26.5335,1.84672206832872
2007-01-01,SAR,Saudi Arabia,9.0,3.7489999999999997,2.40064017071219
2007-01-01,SGD,Singapore,3.6,1.53795,2.34077830878767
2007-01-01,SEK,Sweden,32.0,7.04125,4.5446476122847494
2007-01-01,THB,Thailand,62.0,35.3,1.75637393767705
2007-01-01,TRY,Turkey,4.55,1.40975,3.22752261039191
2007-01-01,TWD,Taiwan,75.0,32.9255,2.27786973622268
2007-01-01,UAH,Ukraine,9.0,5.05,1.7821782178217802
2007-01-01,UYU,Uruguay,55.0,23.925,2.29885057471264
2007-01-01,USD,United States,3.22,1.0,3.22
2007-01-01,ZAR,South Africa,15.5,7.10975,2.1801047856816296
2007-06-01,AED,UAE,10.0,3.67285,2.7226812965408302
2007-06-01,ARS,Argentina,8.25,3.0915,2.66860747210092
2007-06-01,AUD,Australia,3.45,1.17,2.94871794871795
2007-06-01,BRL,Brazil,6.9,1.913,3.60690015682175
2007-06-01,CAD,Canada,3.88,1.05345,3.6831363614789505
2007-06-01,CHF,Switzerland,6.3,1.2112,5.2014531043593095
2007-06-01,CLP,Chile,1565.0,526.75,2.9710488846701497
2007-06-01,CNY,China,11.0,7.6047,1.4464738911462598
2007-06-01,COP,Colombia,6900.0,1956.0,3.52760736196319
2007-06-01,CRC,Costa Rica,1130.0,518.625,2.17883827428296
2007-06-01,CZK,Czech Republic,52.9,21.11675,2.5051203428557898
2007-06-01,DKK,Denmark,27.75,5.4603,5.0821383440470305
2007-06-01,EGP,Egypt,9.54,5.69025,1.67655199683669
2007-06-01,EUR,Euro area,3.057482443,0.7337564659999999,4.1668899487422
2007-06-01,GBP,Britain,1.99,0.49661063200000005,4.0071635034990605
2007-06-01,HKD,Hong Kong,12.0,7.81555,1.5354005796137198
2007-06-01,HUF,Hungary,600.0,180.2106,3.3294378910008597
2007-06-01,IDR,Indonesia,15900.0,9015.0,1.76372712146423
2007-06-01,JPY,Japan,280.0,122.315,2.2891714017087
2007-06-01,KRW,South Korea,2900.0,922.5,3.14363143631436
2007-06-01,LKR,Sri Lanka,210.0,111.4,1.8850987432675002
2007-06-01,MXN,Mexico,29.0,10.76755,2.6932774865219997
2007-06-01,MYR,Malaysia,5.5,3.4345,1.6013975833454699
2007-06-01,NOK,Norway,40.0,5.8139,6.88006329658233
2007-06-01,NZD,New Zealand,4.6,1.2797,3.59459248261311
2007-06-01,PKR,Pakistan,140.0,60.37,2.31903263210204
2007-06-01,PEN,Peru,9.5,3.167,2.99968424376381
2007-06-01,PHP,Philippines,85.0,45.8975,1.85195272073642
2007-06-01,PLN,Poland,6.9,2.75185,2.50740410996239
2007-06-01,RUB,Russia,52.0,25.64825,2.0274287719435002
2007-06-01,SAR,Saudi Arabia,9.0,3.75045,2.3997120345558502
2007-06-01,SGD,Singapore,3.95,1.52375,2.5922887612797405
2007-06-01,SEK,Sweden,33.0,6.79165,4.8589076292211795
2007-06-01,THB,Thailand,62.0,34.455,1.7994485560876499
2007-06-01,TRY,Turkey,4.75,1.2981,3.6591942069177996
2007-06-01,TWD,Taiwan,75.0,32.7705,2.2886437497139203
2007-06-01,UAH,Ukraine,9.25,5.0275,1.8398806563898602
2007-06-01,UYU,Uruguay,62.0,23.945,2.5892670703696
2007-06-01,USD,United States,3.41,1.0,3.41
2007-06-01,ZAR,South Africa,15.5,6.971,2.22349734614833
2008-06-01,AED,UAE,10.0,3.67285,2.7226812965408302
2008-06-01,ARS,Argentina,11.0,3.0195,3.64298724954463
2008-06-01,AUD,Australia,3.45,1.026,3.36257309941521
2008-06-01,BRL,Brazil,7.5,1.5846,4.73305566073457
2008-06-01,CAD,Canada,4.09,1.00355,4.07553186189029
2008-06-01,CHF,Switzerland,6.5,1.02215,6.35914493958812
2008-06-01,CLP,Chile,1550.0,494.65,3.13352875770747
2008-06-01,CNY,China,12.5,6.834,1.8290898448931798
2008-06-01,COP,Colombia,7000.0,1798.65,3.89180774469741
2008-06-01,CRC,Costa Rica,1800.0,551.02,3.2666690864215497
2008-06-01,CZK,Czech Republic,66.08,14.49795,4.55788577005715
2008-06-01,DKK,Denmark,28.0,4.7044,5.951874840574781
2008-06-01,EGP,Egypt,13.0,5.3125,2.44705882352941
2008-06-01,EUR,Euro area,3.36856,0.630497147,5.342704588003469
2008-06-01,GBP,Britain,2.29,0.5010396570000001,4.5704965026351205
2008-06-01,HKD,Hong Kong,13.3,7.7974,1.7056967707184398
2008-06-01,HUF,Hungary,670.0,144.2578,4.64446289905988
2008-06-01,IDR,Indonesia,18700.0,9152.0,2.04326923076923
2008-06-01,JPY,Japan,280.0,106.855,2.62037340320996
2008-06-01,KRW,South Korea,3200.0,1018.05,3.1432640832964998
2008-06-01,LKR,Sri Lanka,210.0,107.55,1.9525801952580202
2008-06-01,MXN,Mexico,32.0,10.1685,3.1469734965825804
2008-06-01,MYR,Malaysia,5.5,3.238,1.6985793699814702
2008-06-01,NOK,Norway,40.0,5.07915,7.87533347115167
2008-06-01,NZD,New Zealand,4.9,1.3177,3.7186005919405
2008-06-01,PKR,Pakistan,140.0,70.9,1.97461212976023
2008-06-01,PEN,Peru,9.5,2.84,3.34507042253521
2008-06-01,PHP,Philippines,87.0,44.485,1.95571540968866
2008-06-01,PLN,Poland,7.0,2.03145,3.44581456595043
2008-06-01,RUB,Russia,59.0,23.2336,2.5394256593898503
2008-06-01,SAR,Saudi Arabia,10.0,3.74955,2.6669867050712797
2008-06-01,SGD,Singapore,3.95,1.35275,2.9199778229532405
2008-06-01,SEK,Sweden,38.0,5.96085,6.374929749951769
2008-06-01,THB,Thailand,62.0,33.36,1.8585131894484401
2008-06-01,TRY,Turkey,5.15,1.19275,4.31775309159505
2008-06-01,TWD,Taiwan,75.0,30.3625,2.4701523260601097
2008-06-01,UAH,Ukraine,11.0,4.6,2.39130434782609
2008-06-01,UYU,Uruguay,61.0,19.15,3.1853785900783302
2008-06-01,USD,United States,3.57,1.0,3.57
2008-06-01,ZAR,South Africa,16.95,7.56325,2.24110005619277
2009-07-01,AED,UAE,10.0,3.673,2.7225701061802297
2009-07-01,ARS,Argentina,11.5,3.81125,3.0173827484421096
2009-07-01,AUD,Australia,4.34,1.2869,3.37244541145388
2009-07-01,BRL,Brazil,8.03,1.9971,4.0208302037955
2009-07-01,CAD,Canada,3.89,1.16085,3.3509928069948702
2009-07-01,CHF,Switzerland,6.5,1.08605,5.98499148289674
2009-07-01,CLP,Chile,1750.0,548.55,3.1902287849785798
2009-07-01,CNY,China,12.5,6.8327,1.82943785033735
2009-07-01,COP,Colombia,7000.0,2095.6,3.3403321244512303
2009-07-01,CRC,Costa Rica,2000.0,582.57,3.43306383782206
2009-07-01,CZK,Czech Republic,67.92,18.66155,3.63956906044782
2009-07-01,DKK,Denmark,29.5,5.3375,5.52693208430913
2009-07-01,EGP,Egypt,13.0,5.58475,2.32776758135995
2009-07-01,EUR,Euro area,3.31,0.7168972690000001,4.6171189975617
2009-07-01,GBP,Britain,2.29,0.620886626,3.6882740006063504
2009-07-01,HKD,Hong Kong,13.3,7.7505,1.71601832139862
2009-07-01,HUF,Hungary,720.0,199.1577,3.61522552228711
2009-07-01,IDR,Indonesia,20900.0,10200.0,2.0490196078431397
2009-07-01,ILS,Israel,15.0,3.97425,3.7742970371768303
2009-07-01,JPY,Japan,320.0,92.565,3.45703019499811
2009-07-01,KRW,South Korea,3400.0,1314.5,2.58653480410803
2009-07-01,LKR,Sri Lanka,210.0,114.86,1.82831272853909
2009-07-01,MXN,Mexico,33.0,13.8104,2.38950356253258
2009-07-01,MYR,Malaysia,6.77,3.602,1.8795113825652399
2009-07-01,NOK,Norway,40.0,6.50925,6.14510120213542
2009-07-01,NZD,New Zealand,4.9,1.59235,3.0772129242942796
2009-07-01,PKR,Pakistan,190.0,82.6,2.30024213075061
2009-07-01,PEN,Peru,8.056000000000001,3.0274,2.6610292660368597
2009-07-01,PHP,Philippines,99.39,48.385,2.0541490131239
2009-07-01,PLN,Poland,7.6,3.15525,2.4086839394659703
2009-07-01,RUB,Russia,67.0,32.7959,2.04293829411603
2009-07-01,SAR,Saudi Arabia,11.0,3.7504,2.9330204778157003
2009-07-01,SGD,Singapore,4.22,1.4645,2.8815295322635697
2009-07-01,SEK,Sweden,39.0,7.90915,4.930997641971639
